0	100	25	0	4
1	100	25	0	8
2	100	25	0	16
3	100	25	0	32
4	100	25	0	64
5	100	25	2	4
6	100	25	2	8
7	100	25	2	16
8	100	25	2	32
9	100	25	2	64
10	100	25	4	4
11	100	25	4	8
12	100	25	4	16
13	100	25	4	32
14	100	25	4	64
15	100	25	8	4
16	100	25	8	8
17	100	25	8	16
18	100	25	8	32
19	100	25	8	64
20	100	25	16	4
21	100	25	16	8
22	100	25	16	16
23	100	25	16	32
24	100	25	16	64
25	100	50	0	4
26	100	50	0	8
27	100	50	0	16
28	100	50	0	32
29	100	50	0	64
30	100	50	2	4
31	100	50	2	8
32	100	50	2	16
33	100	50	2	32
34	100	50	2	64
35	100	50	4	4
36	100	50	4	8
37	100	50	4	16
38	100	50	4	32
39	100	50	4	64
40	100	50	8	4
41	100	50	8	8
42	100	50	8	16
43	100	50	8	32
44	100	50	8	64
45	100	50	16	4
46	100	50	16	8
47	100	50	16	16
48	100	50	16	32
49	100	50	16	64
50	150	25	0	4
51	150	25	0	8
52	150	25	0	16
53	150	25	0	32
54	150	25	0	64
55	150	25	2	4
56	150	25	2	8
57	150	25	2	16
58	150	25	2	32
59	150	25	2	64
60	150	25	4	4
61	150	25	4	8
62	150	25	4	16
63	150	25	4	32
64	150	25	4	64
65	150	25	8	4
66	150	25	8	8
67	150	25	8	16
68	150	25	8	32
69	150	25	8	64
70	150	25	16	4
71	150	25	16	8
72	150	25	16	16
73	150	25	16	32
74	150	25	16	64
75	150	50	0	4
76	150	50	0	8
77	150	50	0	16
78	150	50	0	32
79	150	50	0	64
80	150	50	2	4
81	150	50	2	8
82	150	50	2	16
83	150	50	2	32
84	150	50	2	64
85	150	50	4	4
86	150	50	4	8
87	150	50	4	16
88	150	50	4	32
89	150	50	4	64
90	150	50	8	4
91	150	50	8	8
92	150	50	8	16
93	150	50	8	32
94	150	50	8	64
95	150	50	16	4
96	150	50	16	8
97	150	50	16	16
98	150	50	16	32
99	150	50	16	64
100	200	25	0	4
101	200	25	0	8
102	200	25	0	16
103	200	25	0	32
104	200	25	0	64
105	200	25	2	4
106	200	25	2	8
107	200	25	2	16
108	200	25	2	32
109	200	25	2	64
110	200	25	4	4
111	200	25	4	8
112	200	25	4	16
113	200	25	4	32
114	200	25	4	64
115	200	25	8	4
116	200	25	8	8
117	200	25	8	16
118	200	25	8	32
119	200	25	8	64
120	200	25	16	4
121	200	25	16	8
122	200	25	16	16
123	200	25	16	32
124	200	25	16	64
125	200	50	0	4
126	200	50	0	8
127	200	50	0	16
128	200	50	0	32
129	200	50	0	64
130	200	50	2	4
131	200	50	2	8
132	200	50	2	16
133	200	50	2	32
134	200	50	2	64
135	200	50	4	4
136	200	50	4	8
137	200	50	4	16
138	200	50	4	32
139	200	50	4	64
140	200	50	8	4
141	200	50	8	8
142	200	50	8	16
143	200	50	8	32
144	200	50	8	64
145	200	50	16	4
146	200	50	16	8
147	200	50	16	16
148	200	50	16	32
149	200	50	16	64
150	250	25	0	4
151	250	25	0	8
152	250	25	0	16
153	250	25	0	32
154	250	25	0	64
155	250	25	2	4
156	250	25	2	8
157	250	25	2	16
158	250	25	2	32
159	250	25	2	64
160	250	25	4	4
161	250	25	4	8
162	250	25	4	16
163	250	25	4	32
164	250	25	4	64
165	250	25	8	4
166	250	25	8	8
167	250	25	8	16
168	250	25	8	32
169	250	25	8	64
170	250	25	16	4
171	250	25	16	8
172	250	25	16	16
173	250	25	16	32
174	250	25	16	64
175	250	50	0	4
176	250	50	0	8
177	250	50	0	16
178	250	50	0	32
179	250	50	0	64
180	250	50	2	4
181	250	50	2	8
182	250	50	2	16
183	250	50	2	32
184	250	50	2	64
185	250	50	4	4
186	250	50	4	8
187	250	50	4	16
188	250	50	4	32
189	250	50	4	64
190	250	50	8	4
191	250	50	8	8
192	250	50	8	16
193	250	50	8	32
194	250	50	8	64
195	250	50	16	4
196	250	50	16	8
197	250	50	16	16
198	250	50	16	32
199	250	50	16	64
200	300	25	0	4
201	300	25	0	8
202	300	25	0	16
203	300	25	0	32
204	300	25	0	64
205	300	25	2	4
206	300	25	2	8
207	300	25	2	16
208	300	25	2	32
209	300	25	2	64
210	300	25	4	4
211	300	25	4	8
212	300	25	4	16
213	300	25	4	32
214	300	25	4	64
215	300	25	8	4
216	300	25	8	8
217	300	25	8	16
218	300	25	8	32
219	300	25	8	64
220	300	25	16	4
221	300	25	16	8
222	300	25	16	16
223	300	25	16	32
224	300	25	16	64
225	300	50	0	4
226	300	50	0	8
227	300	50	0	16
228	300	50	0	32
229	300	50	0	64
230	300	50	2	4
231	300	50	2	8
232	300	50	2	16
233	300	50	2	32
234	300	50	2	64
235	300	50	4	4
236	300	50	4	8
237	300	50	4	16
238	300	50	4	32
239	300	50	4	64
240	300	50	8	4
241	300	50	8	8
242	300	50	8	16
243	300	50	8	32
244	300	50	8	64
245	300	50	16	4
246	300	50	16	8
247	300	50	16	16
248	300	50	16	32
249	300	50	16	64
